846270.4, 827589.4,  
846272.6, 827591.2,  
846275.7, 827592.6,  
846278, 827594.5,  
846279.8, 827596,  
846283.1, 827596.2,  
846294, 827585.8,  
846293.3, 827582.7,  
846291.3, 827581.1,  
846289.9, 827579.9,  
846287.6, 827578.1,  
846285.6, 827575.4,  
846283.4, 827573.6,  
846281.9, 827572.4,  
846280.1, 827570.9,  
846278, 827569.2,  
846276.2, 827567.7,  
846274.7, 827566.5,  
846272.5, 827564.7,  
846269.9, 827562.6,  
846267.7, 827560.8,  
846266.3, 827559.6,  
846264.4, 827558.1,  
846263.1, 827556.3,  
846262.2, 827554.1,  
846261.4, 827552.4,  
846260.3, 827549.7,  
846259, 827546.7,  
846257.9, 827544,  
846257.2, 827542.3,  
846256.3, 827540.1,  
846255.2, 827537.6,  
846254.3, 827535.4,  
846253.6, 827533.7,  
846252.4, 827530.9,  
846250.8, 827521.9,  
846247.8, 827521.1,  
846245.4, 827522.1,  
846243.4, 827523,  
846241.7, 827523.7,  
846238.7, 827525,  
846182.4, 827572.7,  
846185.5, 827573.1,  
846187.8, 827571.9,  
846189.4, 827571,  
846192, 827569.5,  
846196.1, 827567.2,  
846198.7, 827565.8,  
846200.2, 827564.9,  
846202.1, 827563.8,  
846204.3, 827562.6,  
846206, 827561.7,  
846208.3, 827560.4,  
846210.9, 827558.9,  
846213.5, 827557.5,  
846215.1, 827556.6,  
846217.4, 827555.3,  
846218.6, 827552.5,  
846215.7, 827537.8,  
846212.6, 827537.3,  
846210.4, 827538.6,  
846208.8, 827539.5,  
846206.2, 827540.9,  
846202.1, 827543.3,  
846199.5, 827544.7,  
846197.9, 827545.5,  
846195.9, 827546.7,  
846193.8, 827547.9,  
846191.8, 827549,  
846190.2, 827549.9,  
846187.7, 827551.3,  
846183.5, 827553.6,  
846181, 827555,  
846179.3, 827555.9,  
846177.1, 827557.2,  
846175.9, 827560,  
846164.2, 827485.8,  
846160.5, 827485.9,  
846157.2, 827487.5,  
846156.2, 827489.2,  
846154.7, 827492,  
846155.3, 827500.2,  
846159.1, 827502.3,  
846160.8, 827503.2,  
846163.2, 827504.6,  
846165.6, 827505.9,  
846168, 827507.2,  
846169.7, 827508.1,  
846171.7, 827509.2,  
846173.4, 827510.2,  
846175.9, 827511.5,  
846179.3, 827513.6,  
846182.2, 827515.2,  
846183.8, 827516.1,  
846185.9, 827517.2,  
846190.9, 827515.8,  
846193.7, 827516,  
846195.6, 827516.2,  
846198, 827516.4,  
846199.9, 827516.5,  
846202.6, 827516.7,  
846205.3, 827517,  
846208.1, 827517.2,  
846210, 827517.4,  
846212.5, 827517.6,  
846215.2, 827517.8,  
846217.2, 827518,  
846221.4, 827516.3,  
846223.5, 827514.1,  
846223.7, 827512.1,  
846224, 827508.8,  
846223.2, 827505.8,  
846223.4, 827503,  
846213, 827500.1,  
846210.2, 827499.9,  
846208.3, 827499.7,  
846205.9, 827499.5,  
846204, 827499.4,  
846201.2, 827499.1,  
846198.6, 827498.9,  
846196.2, 827498.7,  
846194.4, 827498.5,  
846191.3, 827498.3,  
846186.3, 827497.3,  
846183.8, 827495.9,  
846182.2, 827495.1,  
846180.2, 827494,  
846178.1, 827492.8,  
846176.4, 827491.9,  
846174, 827490.6,  
846171.6, 827489.2,  
846169.2, 827487.9,  
846167.5, 827487,  
